[ Info: 40_13: File for first layer exists [2, 2, 2], 100000000000000; loading ...
[ Info: 40_13: layer 2/2, base field no. 1/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 173/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 174/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 174/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 175/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 175/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 176/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 176/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 177/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 177/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 178/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 178/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 179/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 179/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 180/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 180/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 181/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 181/336, checking fields: 2
[ Info: 40_13: layer 2/2, base field no. 181/336, 1/2
[ Info: 40_13: layer 2/2, base field no. 181/336, 2/2
[ Info: 40_13: layer 2/2, base field no. 182/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 182/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 183/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 183/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 184/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 184/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 185/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 185/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 186/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 186/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 187/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 187/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 188/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 188/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 189/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 189/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 190/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 190/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 191/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 191/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 192/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 192/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 193/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 193/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 194/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 194/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 195/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 195/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 196/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 196/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 197/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 197/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 198/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 198/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 199/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 199/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 200/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 200/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 201/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 201/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 202/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 202/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 203/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 203/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 204/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 204/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 205/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 205/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 206/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 206/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 207/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 207/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 208/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 208/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 209/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 209/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 210/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 210/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 211/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 211/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 212/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 212/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 213/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 213/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 214/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 214/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 215/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 215/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 216/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 216/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 217/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 217/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 218/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 218/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 219/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 219/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 220/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 220/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 221/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 221/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 222/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 222/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 223/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 223/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 224/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 224/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 225/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 225/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 226/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 226/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 227/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 227/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 228/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 228/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 229/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 229/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 230/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 230/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 231/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 231/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 232/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 232/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 233/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 233/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 234/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 234/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 235/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 235/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 236/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 236/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 237/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 237/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 238/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 238/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 239/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 239/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 240/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 240/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 241/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 241/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 242/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 242/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 243/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 243/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 244/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 244/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 245/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 245/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 246/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 246/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 247/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 247/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 248/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 248/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 249/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 249/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 250/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 250/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 251/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 251/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 252/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 252/336, checking fields: 3
[ Info: 40_13: layer 2/2, base field no. 252/336, 1/3
[ Info: 40_13: layer 2/2, base field no. 252/336, 2/3
[ Info: 40_13: layer 2/2, base field no. 252/336, 3/3
[ Info: 40_13: layer 2/2, base field no. 253/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 253/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 254/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 254/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 255/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 255/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 256/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 256/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 257/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 257/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 258/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 258/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 259/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 259/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 260/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 260/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 261/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 261/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 262/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 262/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 263/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 263/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 264/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 264/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 265/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 265/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 266/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 266/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 267/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 267/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 268/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 268/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 269/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 269/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 270/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 270/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 271/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 271/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 272/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 272/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 273/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 273/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 274/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 274/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 275/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 275/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 276/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 276/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 277/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 277/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 278/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 278/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 279/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 279/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 280/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 280/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 281/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 281/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 282/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 282/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 283/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 283/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 284/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 284/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 285/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 285/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 286/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 286/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 287/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 287/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 288/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 288/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 289/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 289/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 290/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 290/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 291/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 291/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 292/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 292/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 293/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 293/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 294/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 294/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 295/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 295/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 296/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 296/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 297/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 297/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 298/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 298/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 299/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 299/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 300/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 300/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 301/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 301/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 302/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 302/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 303/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 303/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 304/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 304/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 305/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 305/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 306/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 306/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 307/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 307/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 308/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 308/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 309/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 309/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 310/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 310/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 311/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 311/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 312/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 312/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 313/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 313/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 314/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 314/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 315/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 315/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 316/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 316/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 317/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 317/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 318/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 318/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 319/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 319/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 320/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 320/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 321/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 321/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 322/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 322/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 323/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 323/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 324/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 324/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 325/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 325/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 326/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 326/336, checking fields: 1
[ Info: 40_13: layer 2/2, base field no. 326/336, 1/1
[ Info: 40_13: layer 2/2, base field no. 327/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 327/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 328/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 328/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 329/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 329/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 330/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 330/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 331/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 331/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 332/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 332/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 333/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 333/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 334/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 334/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 335/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 335/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 336/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 336/336, checking fields: 0
830.622658 seconds (2.31 G allocations: 221.894 GiB, 7.04% gc time, 1.58% compilation time: 2% of which was recompilation)
