[ Info: 72_17: File for first layer exists [2, 2, 2], 27825594022072; loading ...
[ Info: 72_17: layer 2/2, base field no. 1/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 198/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 199/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 199/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 200/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 200/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 201/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 201/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 202/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 202/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 203/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 203/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 204/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 204/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 205/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 205/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 206/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 206/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 207/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 207/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 208/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 208/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 209/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 209/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 210/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 210/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 211/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 211/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 212/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 212/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 213/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 213/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 214/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 214/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 215/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 215/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 216/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 216/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 217/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 217/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 218/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 218/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 219/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 219/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 220/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 220/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 221/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 221/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 222/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 222/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 223/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 223/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 224/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 224/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 225/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 225/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 226/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 226/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 227/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 227/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 228/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 228/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 229/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 229/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 230/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 230/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 231/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 231/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 232/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 232/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 233/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 233/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 234/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 234/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 235/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 235/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 236/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 236/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 237/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 237/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 238/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 238/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 239/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 239/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 240/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 240/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 241/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 241/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 242/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 242/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 243/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 243/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 244/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 244/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 245/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 245/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 246/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 246/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 247/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 247/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 248/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 248/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 249/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 249/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 250/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 250/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 251/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 251/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 252/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 252/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 253/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 253/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 254/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 254/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 255/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 255/255, checking fields: 0
107.253621 seconds (388.77 M allocations: 24.618 GiB, 10.09% gc time, 17.14% compilation time: 2% of which was recompilation)
