[ Info: 80_38: File for first layer exists [2, 2, 2], 19952623149689; loading ...
[ Info: 80_38: layer 2/2, base field no. 1/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 181/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 182/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 182/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 183/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 183/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 184/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 184/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 185/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 185/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 186/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 186/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 187/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 187/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 188/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 188/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 189/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 189/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 190/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 190/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 191/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 191/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 192/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 192/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 193/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 193/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 194/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 194/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 195/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 195/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 196/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 196/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 197/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 197/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 198/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 198/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 199/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 199/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 200/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 200/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 201/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 201/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 202/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 202/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 203/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 203/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 204/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 204/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 205/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 205/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 206/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 206/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 207/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 207/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 208/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 208/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 209/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 209/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 210/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 210/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 211/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 211/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 212/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 212/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 213/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 213/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 214/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 214/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 215/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 215/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 216/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 216/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 217/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 217/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 218/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 218/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 219/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 219/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 220/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 220/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 221/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 221/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 222/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 222/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 223/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 223/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 224/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 224/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 225/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 225/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 226/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 226/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 227/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 227/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 228/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 228/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 229/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 229/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 230/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 230/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 231/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 231/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 232/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 232/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 233/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 233/234, checking fields: 0
[ Info: 80_38: layer 2/2, base field no. 234/234, constructing abelian extensions
[ Info: 80_38: layer 2/2, base field no. 234/234, checking fields: 0
6694.815745 seconds (6.87 G allocations: 2.950 TiB, 2.62% gc time, 0.23% compilation time: 2% of which was recompilation)
